index,season no.,episode no.,episode name,name,line
2518,4,1,"Edge of Tomorty: Rick Die Rickpeat","Morty","Just doin' what I gotta do."
2519,4,1,"Edge of Tomorty: Rick Die Rickpeat","Holo-Rick","Excuse me? This chicken is quite real to me."
2520,4,1,"Edge of Tomorty: Rick Die Rickpeat","Holo-Rick","Nutrients?"
2521,4,1,"Edge of Tomorty: Rick Die Rickpeat","Holo-Rick","What's the last thing you ate?"
2522,4,1,"Edge of Tomorty: Rick Die Rickpeat","Morty","Baloney and an orange."
2523,4,1,"Edge of Tomorty: Rick Die Rickpeat","Holo Rick","Alright, Morty, a deal's a deal. Once we bring your Rick back to life, then I'll help you with the bully."
2524,4,1,"Edge of Tomorty: Rick Die Rickpeat","Morty","Sorry, Hologram Rick. I'm going with the crystal on this one."
2525,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Nope."
2526,4,1,"Edge of Tomorty: Rick Die Rickpeat","COP","We've got an Akira-type situation going on behind the mall. Over."
2527,4,1,"Edge of Tomorty: Rick Die Rickpeat","Morty","Shield me from the law!"
2528,4,1,"Edge of Tomorty: Rick Die Rickpeat","Wasp-Rick","Damn, your Morty sucks."
2529,4,1,"Edge of Tomorty: Rick Die Rickpeat","Holo-Rick","Aah, wasps!"
2530,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Why the hell didn't you show Morty how to bring my body back to life?"
2531,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Shh, quiet, idiot. Quiet. It's gonna be alright. You don't get to know how you're gonna die."
2532,4,1,"Edge of Tomorty: Rick Die Rickpeat","Morty","I-I thought you were proud to be a hologram!"
2533,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","There's a lesson here, and I'm not the one that's gonna figure it out."
2534,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Oh, boy, so, you actually learned something today? What is this, 'Full House'? I was living in the moment all day, and it kept getting me kill by nazi. I Ithink you have to think ahead and live in the moment."
2535,4,1,"Edge of Tomorty: Rick Die Rickpeat","Jerry","Oh, real nice, Rick.Turning our son into an Akira? Real nice."
2536,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Eat my ass, Jerry. He turned himself into Akira."
2537,4,1,"Edge of Tomorty: Rick Die Rickpeat","Jerry","Oh, I'll eat it, because this is my house, Rick. I'll eat any ass I want."
2538,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Gross."
2539,4,1,"Edge of Tomorty: Rick Die Rickpeat","Morty","I'm fine. Get off Rick's back. Rick wasn't even here when I was doing all that stuff. That was all on me."
2540,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","That finger has AIDs now. Not my fault."
2541,4,1,"Edge of Tomorty: Rick Die Rickpeat","Beth","He's messing with you, sweetie."
2542,4,1,"Edge of Tomorty: Rick Die Rickpeat","Jerry","But it's tingling!"
2543,4,1,"Edge of Tomorty: Rick Die Rickpeat","Summer","...cumfest and..."
2544,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","Wait, wait, what the fuck?"
2545,4,1,"Edge of Tomorty: Rick Die Rickpeat","Summer","Nothing. I didn't say anything. I was just playing along with you guys."
2546,4,1,"Edge of Tomorty: Rick Die Rickpeat","Rick","You know I record everything, right? Garage, isolate Summer's voice and play back."
2547,4,1,"Edge of Tomorty: Rick Die Rickpeat","Summer","Oh, and then you guys can get married, and, like, suck each other off in a testosterone-addled fucking third-grade-boy cumfest and..."
2548,4,1,"Edge of Tomorty: Rick Die Rickpeat","[End of Edge of Tomorty","Rick Die Rickpeat]"
2549,4,2,"The Old Man and the Seat","Rick","Man, you, Summer."
2550,4,2,"The Old Man and the Seat","Beth","Honey, why can't you get
this excited about your SATs?"
2551,4,2,"The Old Man and the Seat","Jerry","An ominous beeping app."
2552,4,2,"The Old Man and the Seat","Voice","Dad, give the human
whatever he wants."
2553,4,2,"The Old Man and the Seat","Automated male voice","You have 470,000 messages."
2554,4,2,"The Old Man and the Seat","Alien newscaster","Here at the Midland
Quasar, where, in a complete upset,"
2555,4,2,"The Old Man and the Seat","Jerry","So, we fight our way
to the gas line,"
2556,4,2,"The Old Man and the Seat","Man","Ugh, ad wall?"
2557,4,3,"One Crew Over the Crewcoo's Morty","Heistotron","To heist."
2558,4,3,"One Crew Over the Crewcoo's Morty","Heistotron","Your skills
are required for a job."
2559,4,3,"One Crew Over the Crewcoo's Morty","All","You son of a bitch.
I'm in."
2560,4,3,"One Crew Over the Crewcoo's Morty","All","Yes."
2561,4,3,"One Crew Over the Crewcoo's Morty","Both","Your skills are required
for a job."
2562,4,3,"One Crew Over the Crewcoo's Morty","All","Yes."
2563,4,3,"One Crew Over the Crewcoo's Morty","Rick","Oh, my God! Jesus.
Oh, my God."
2564,4,3,"One Crew Over the Crewcoo's Morty","Man","[ Screams ]"
2565,4,3,"One Crew Over the Crewcoo's Morty","All","[ Whooping ]"
2566,4,3,"One Crew Over the Crewcoo's Morty","Rick","Told you, Morty."
2567,4,3,"One Crew Over the Crewcoo's Morty","Morty","Elon Tusk."
2568,4,3,"One Crew Over the Crewcoo's Morty","All","[ Screaming ]"
2569,4,3,"One Crew Over the Crewcoo's Morty","Alien Reporter","It appears
some giant hidden camera"
2570,4,3,"One Crew Over the Crewcoo's Morty","All","[ Screaming ]"
2571,4,3,"One Crew Over the Crewcoo's Morty","Heistotron","Hello, Rick."
2572,4,3,"One Crew Over the Crewcoo's Morty","Randotron","Initiate clap sequence."
2573,4,3,"One Crew Over the Crewcoo's Morty","Both","That was my plan the whole time."
2574,4,3,"One Crew Over the Crewcoo's Morty","It's almost 3","00.
Why? What's wrong?"
2575,4,3,"One Crew Over the Crewcoo's Morty","Netflix Exec","Crazy day, huh?"
2576,4,3,"One Crew Over the Crewcoo's Morty","Rick","[bleep] Morty's still working
on that stupid heist script."
2577,4,3,"One Crew Over the Crewcoo's Morty","Rick","Morty, you know, pal,
you, uh..."
2578,4,3,"One Crew Over the Crewcoo's Morty","Professor Poopybutthole","Oooo weee! Big storm coming."
2579,4,3,"One Crew Over the Crewcoo's Morty","Man","Did you get any of that?"
2580,4,4,"Claw and Hoarder: Special Ricktim's Morty","Rick","I'm not co-bleeding."
2581,4,4,"Claw and Hoarder: Special Ricktim's Morty","Cat","So?"
2582,4,4,"Claw and Hoarder: Special Ricktim's Morty","Woman on tv","This ass is a clue."
2583,4,4,"Claw and Hoarder: Special Ricktim's Morty","Jipe","Hey, jerry, after this game,"
2584,4,4,"Claw and Hoarder: Special Ricktim's Morty","Woman","Oh, gross!
Who shit in the sand?"
2585,4,4,"Claw and Hoarder: Special Ricktim's Morty","balthromaw","What's the saying?"
2586,4,4,"Claw and Hoarder: Special Ricktim's Morty","All","Hate that cat."
2587,4,4,"Claw and Hoarder: Special Ricktim's Morty","Wizard","Attention, citizens of draygon,"
2588,4,4,"Claw and Hoarder: Special Ricktim's Morty","Debranavox","No spells can do that."
2589,4,4,"Claw and Hoarder: Special Ricktim's Morty","Morty","Wait, wait, what?"
2590,4,5,"Rattlestar Ricklactica","SIRI","Playing The Beatles."
2591,4,5,"Rattlestar Ricklactica","CHRISTOPHER WALKEN","Flat tire you should be walkin'."
2592,4,5,"Rattlestar Ricklactica","COMPUTER","Cutting corners."
2593,4,5,"Rattlestar Ricklactica","MAN ON TV","Everyone has a plumbus in their home. First, they take the dinglepop."
2594,4,5,"Rattlestar Ricklactica","NARRATOR","Seventeen billion snake lives ended on June 21, 2026. The survivors lived only to face a new nightmare, - the war between snake and machine. - In the end, snake overcame machine because of what we couldn't predict that an alien, a child from a distant star, would save us."
2595,4,5,"Rattlestar Ricklactica","BETH","Hi, you went directly to voicemail because your number is not in my phone. Don't leave a message."
2596,4,6,"Never Ricking Morty","Tickets Please Guy","Tickets, please."
2597,4,6,"Never Ricking Morty","Ramamama Leader","Barkeep. A drink for my colleague."
2598,4,6,"Never Ricking Morty","???","Do I know you?"
2599,4,6,"Never Ricking Morty","Ramamama Leader","I know the only reason to travel by train is to travel with weapons. And we all know that at the end of this line, There's only one creature worth killing. The man in the white coat. May as well take turns exchanging stories. Mine begins on planet Ramamama."
2600,4,6,"Never Ricking Morty","Ramamama Leader","Lower him into acid. Once he's dissolved, lower someone else into acid. Is he dissolved? At least use the downtime to reset the acid lowerer. I really don't like the attitude around here. It's a very 'lower me into acid' attitude."
2601,4,6,"Never Ricking Morty","Ramamama Leader","Who are you?"
2602,4,6,"Never Ricking Morty","Rick","(Farts)"
2603,4,6,"Never Ricking Morty","Ramamama Leader","How did you reach my sanctum?"
2604,4,6,"Never Ricking Morty","Rick","(Farts)"
2605,4,6,"Never Ricking Morty","Ramamama Leader","All right, this is going in circles. Seize him!"
2606,4,6,"Never Ricking Morty","Guards","( All shouting )"
2607,4,6,"Never Ricking Morty","Rick","(Farting)"
2608,4,6,"Never Ricking Morty","Ramamama Leader","Very well. Now I will fight you."
2609,4,6,"Never Ricking Morty","Ramamama Leader","Anyway, he tells a different version of the story Where I start crying or something. That's why he has to die. 'Cause he's a liar. So... Why are you going to kill Rick Sanchez?"
2610,4,6,"Never Ricking Morty","???","Okay, I don't know who that is. I don't accept your weird leap in logic that has everyone on a train going to kill one guy. And even if I did, why would we take turns telling stories about it like little girls at a sleepover?"
2611,4,6,"Never Ricking Morty","Ramamama Leader","If you're trying to be hurtful, you're doing a good job."
2612,4,6,"Never Ricking Morty","Clam Alien","I'll take his turn. Here's why I'm going to kill Rick Sanchez."
2613,4,6,"Never Ricking Morty","???","You guys have fun with this."
2614,4,6,"Never Ricking Morty","Clam Alien","Dissolve to a clam-shaped sun Rising over a giant beach."
2615,4,6,"Never Ricking Morty","???","Whew. ( sighs )"
2616,4,6,"Never Ricking Morty","Candy Santa Alien","By then, of course, he had left toys And flesh drops for every one of us in the spore-hive. Ah, a newcomer! I suppose you think you have a better story about how Rick Sanchez saved space Christmas."
2617,4,6,"Never Ricking Morty","???","What is with the Rick Sanchez obsession?"
2618,4,6,"Never Ricking Morty","Aliens","( laughter )"
2619,4,6,"Never Ricking Morty","Goomby","I think the best way to answer that is with my Christmas Rick tale."
2620,4,6,"Never Ricking Morty","Aliens","(laughter)"
2621,4,6,"Never Ricking Morty","???","That... Okay, none of my business but he didn't even save Christmas in that story. Oh, how dare you! That doesn't mean I'm invested."
2622,4,6,"Never Ricking Morty","Goomby","Tell your Christmas Rick story!"
2623,4,6,"Never Ricking Morty","???","Step the hell back! Back!"
2624,4,6,"Never Ricking Morty","???","(Panting)"
2625,4,6,"Never Ricking Morty","???","You start teeing up a Rick Sanchez vignette, and you'll be doing it through two holes."
2626,4,6,"Never Ricking Morty","???","I'm just trying to figure out what's going on with this train."
2627,4,6,"Never Ricking Morty","???","Do you remember getting on it?"
2628,4,6,"Never Ricking Morty","???","No. First thing I remember is..."
2629,4,6,"Never Ricking Morty","???","What?"
2630,4,6,"Never Ricking Morty","???","No, really, who?"
2631,4,6,"Never Ricking Morty","???","Jesus!"
2632,4,6,"Never Ricking Morty","???","I warned you not to do that."
2633,4,6,"Never Ricking Morty","???","I wasn't trying."
2634,4,6,"Never Ricking Morty","???","You don't have to. The train is obviously amplifying and linking unrelated narrative fields."
2635,4,6,"Never Ricking Morty","Morty","Uh-huh..."
2636,4,6,"Never Ricking Morty","Rick","Morty? I told you if you found me again, identify yourself."
2637,4,6,"Never Ricking Morty","Morty","I didn't know it was you. How did you not recognize me? Didn't you create the disguises?"
2638,4,6,"Never Ricking Morty","Rick","When I create shit, it works, Morty. It's called being talented."
2639,4,6,"Never Ricking Morty","Morty","Why can't we find the engine?"
2640,4,6,"Never Ricking Morty","Rick","It's not a real train, it's a story device. Literally. A literal literary device Quite literally metaphorically containing us."
2641,4,6,"Never Ricking Morty","Morty","A simulation."
2642,4,6,"Never Ricking Morty","Rick","Worse. An anthology. Okay, so how... H-How do we hijack it?"
2643,4,6,"Never Ricking Morty","Rick","Oh, Morty, it's been hijacked for at least two full minutes. Are you not hearing this insane conversation? Okay, tickets please guy, stop the anthology. If we wanted one-offs, we'd do interdimensional cable, Not some uptight, overwritten... Rick? God damn!"
2644,4,6,"Never Ricking Morty","Morty","Dude, I'm sure you've got, like, So many tickets at this point. Jesus! The tickets please guy is cut! He... he... he's... he's got those things. W-What do you call them. Uhm, cum gutters."
2645,4,6,"Never Ricking Morty","Rick","Morty, gross!"
2646,4,6,"Never Ricking Morty","Morty","That's what people call them."
2647,4,6,"Never Ricking Morty","Rick","Gross people. I don't want to have to picture cum so watery in such volumes that... Hey, hey, hey, stay back. I'll kick you. I-I'll kick your shin, bro. Aaah! Hey! I'll fucking cook and eat your ticket-taking ass! ( Coughs ) Hey, I found a ticket. ( Coughs ) Wow, you are just... Ladies and gentlemen, The Jackie chan of human shielding. Who takes the time to get this good at... Fuck this. Aaah... Structural breach. Losing continuity. Morty, hold on to something. Keep your head inside."
2648,4,6,"Never Ricking Morty","Female voice","Emergency continuity deployed. ( breathing heavily ) ( Groans )"
2649,4,6,"Never Ricking Morty","Morty","He is Rick! Jesus Christ! Is that the tickets please guy? Well, just the stub. Too soon! Too soon! Don't move! Too soon! So, what did the train cops do wrong? Shot... People? Hot passengers. Wrong. The passengers tampered with the anthology's structure. Lethal response was permitted, But not with him holding that tank. Let's take a look at what they should have done. Train cops! Hands in the air! Drop the tank! Drop it! Drop it! Drop the tank. ( Applause ) Sorry to nitpick, sir, but if there was A continuity explosion, isn't there always one? And doesn't that mean those two could be anywhere? What? No, you idiot, that... it's... it's just a training video. That didn't actually happen. That's what you think. Hey. How'd you get here? Yeah, like we're the ones that popped up out of nowhere? Fuck these guys. ( Grunting ) Hey, what the hell? Your leg is healed. Yeah, it's a real free-for-all. Here we go. Of course this thing is just a fucking circle. You'd think it was so God damn complicated... Okay, here's where the stupid vignettes were. God, imagine if that had been the whole thing. So now we're here, and the engine must be here. I'll have to rig us a couple of space suits that start failing around here so we can ( burps ) pay a heavy price for re-entering at this threshold. We have to leave the train? We don't have to do anything, Morty. This is just a structural guide. We're obviously gonna impart our own style. I don't like how meta this is getting, Rick. Shut up, Morty. You're 14. You watch videos of people on YouTube Reacting to fucking YouTube. I'll be the judge of when we get too meta. Holy shit. How is he still breathing? Aah! He's suspended in disbelief, Slowly dying while living out an alternative Non-diagetic reality. Geez, what a horrible way to die. You don't know the half of it. Oh! ( both laugh ) You're on fuego with the guy-torn-in-half bits, Rick. That one was organic, though. That's because you're naturally funny. That... that's good old-fashioned fun Right there, you know? W-w-we don't need to over-think shit, okay? Okay, buddy. Nice and grounded, Fully immersive from here on out. ( Rumbling ) Right after this. W-What's happening? Going into an act break. ♪ Not quite a bird ♪ ♪ Not quite a person ♪ ♪ Maybe what matters ♪ ♪ Is to love yourself first and ♪ ♪ Soar ♪ ♪ Child of air and land ♪ ♪ With wings and hands ♪ ♪ Yes, you're a bird and a person ♪ ♪ I'm a bird and a person ♪ ♪ And more ♪ Sure, that was a great moment, But it was hardly the best time Rick and Morty were musical. Who can forget the t... Hey. You guys think there's something weird about this train? We've been here a really long time And nobody's taken our tickets. Aaah! ( All screaming ) Aaaah! The galaxy's greatest scientists continue to ponder The horrific figure known to children as floaty blood man. But after three months, nobody is any closer to the truth. For cutesy name news, I'm uncle nibbles. I can't believe floaty bloody man is real. He's more than real, he's my new God. Check it. Is that brand-new, Or is the blood just... Accurately depicted, yeah. His followers believe the entire universe is floaty bloody man's nightmare as he dies in a time-dilated reality. So we could go at any minute. No. I'm part of the floaty nogasm brotherhood. We believe we're keeping him alive By redirecting our suppressed sexual energies. You're staying a virgin Just to keep the universe existing? That's... So attractive. It is? Okay, look, let's just do it once. ( Moaning ) Sorry. Aaah! Happy now? He was suffering. Keep moving. We have to get to the return threshold Before the ticking clock on your suit gets to zero. Why would you put ticking clock... Because if it's too easy to get there, We'll never get there. If you don't want to be meta stop, deconstructing shit. That's the thematic seal. Gotta find a way to disrupt it. Okay, Morty, tell a story unrelated to us."
2650,4,6,"Never Ricking Morty","Morty","Uh, what do..."
2651,4,6,"Never Ricking Morty","Rick","Okay, just stop."
2652,4,6,"Never Ricking Morty","Rick","Relax, your story was supposed to be awful and stupid. I just failed to predict how well that would mesh with the theme. Think. Think. What kind of story would we never... Morty, do you know what the bechdel test is?"
2653,4,6,"Never Ricking Morty","Rick","Story lord. I should've known you were behind this, and I did."
2654,4,6,"Never Ricking Morty","Rick","Tired of the same boring adventures With your dogshit Morty?"
2655,4,6,"Never Ricking Morty","Deep voice","Story train. Story train."
2656,4,6,"Never Ricking Morty","Rick","The citadel of Rick's story train Comes with car after car of enemies, lovers, and goomby, all grappling with the nature of who you truly are. Rick is a God! Tickets please. Whoa! Watch out! It's story lord! Damn. He's jacked. Deep voice: Pure cum gutter. Rick: And of course, what story would be complete without the engineer of the greatest story ever told. Oh, Jesus Christ. Jesus: I have come not to judge The world, but to save it. Rick: And the best part is, the fun never ends. Thanks to the Rick-patented anthology generator, You'll never run out of new stories And people to tell them. Are they alive? Of course. But not in any ways that matter. Deep voice: They. Have. No. Souls. Puppets. Of. Fate. Rick: The story train. Available now. In the citadel of Ricks Buy it ironically. Buy it sincerely. Just buy it. Not buying it is an act of buying it. Buy it now. Look it up. It's real. Www.Story-train.Com. On the Internet. It's there. Buy it. Buy the train. We want you to buy the train."
2657,4,7,"Promortyus","Episode Title","'ProMortyus'
Aired on: May 10, 2020"
2658,4,7,"Promortyus","Glorzo Morty","The future is glorzo!"
2659,4,7,"Promortyus","Soldiers","Glory to glorzo."
2660,4,7,"Promortyus","Glorzo","This is what we get
for evolving?"
2661,4,7,"Promortyus","Man","Do you suffer
from alzheimer's?"
2662,4,7,"Promortyus","Man #2","Reggie,
you alright in there? [ growling ]"
2663,4,8,"The Vat of Acid Episode","Rick, it's 3","00 a.m."
2664,4,10,"Star Mort Rickturn of the Jerri","Space Beth","My name is Beth Smith. Tell your top bugs the Defiance lives on."
2665,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Beth Smith."
2666,4,10,"Star Mort Rickturn of the Jerri","Space Beth","You could connect it to not dying."
2667,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Damn it. We risked our lives for that? You did your best."
2668,4,10,"Star Mort Rickturn of the Jerri","Space Beth","I don't have to miss it. I'm technically still there. My dad made a perfect clone of me to take my place."
2669,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Who cares? Are we done?"
2670,4,10,"Star Mort Rickturn of the Jerri","Beth","Dr. Wong had a cancellation today. Anybody up for a family session?"
2671,4,10,"Star Mort Rickturn of the Jerri","Summer","I could do that. I'm... I'm down to clown."
2672,4,10,"Star Mort Rickturn of the Jerri","Jerry","Ooh, not sure my therapy puppet will be done in time."
2673,4,10,"Star Mort Rickturn of the Jerri","Beth","Great, because she specifically asked you to stop bringing puppets. Dad?"
2674,4,10,"Star Mort Rickturn of the Jerri","Rick","I love therapy, family therapy most of all, but I am actually disintegrating. Whoa! Oh, my God! Dad!"
2675,4,10,"Star Mort Rickturn of the Jerri","Jerry","Is that really it? We did it? It's the invisibility belt. Whoa-whoa-whoa!"
2676,4,10,"Star Mort Rickturn of the Jerri","Rick","He grazed them. That's gonna hurt in like 10 seconds. Thanks, Morty. Why should I let you use it? You never let me use it. Can I have the belt? It would really piss off Morty. Fantastic idea."
2677,4,10,"Star Mort Rickturn of the Jerri","Morty","What the hell?! You jerk! Give it! Hey! Ow! Share the invisibility. Jerry? Ooh, this looks like a job for Mr. Nibbles. Let me just glue one more eye on. I'm gonna kill you!"
2678,4,10,"Star Mort Rickturn of the Jerri","Rick","Woof. Looks like you two have to fight about why you can't control your kids. Good thing Dr. Wong's got an opening. Bye."
2679,4,10,"Star Mort Rickturn of the Jerri","Beth","You're a bad father."
2680,4,10,"Star Mort Rickturn of the Jerri","Jerry","Don't let him divide us."
2681,4,10,"Star Mort Rickturn of the Jerri","Rick","Garage, family therapy mode. Ah. Honey, you're back."
2682,4,10,"Star Mort Rickturn of the Jerri","Space Beth","You seem surprised."
2683,4,10,"Star Mort Rickturn of the Jerri","Rick","You never wrote."
2684,4,10,"Star Mort Rickturn of the Jerri","Space Beth","And never exploded?"
2685,4,10,"Star Mort Rickturn of the Jerri","Rick","What I'm hearing is that you think that's a bomb."
2686,4,10,"Star Mort Rickturn of the Jerri","Space Beth","So does every engineer that's seen it."
2687,4,10,"Star Mort Rickturn of the Jerri","Rick","Engineer? Princess, I'm sure every caveman that sees a microwave calls it a rock cabinet. The point of inventing is to make things that don't exist."
2688,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Then whip me up a reason not to kill you."
2689,4,10,"Star Mort Rickturn of the Jerri","Beth","Dad? We're off to Dr. Wong's."
2690,4,10,"Star Mort Rickturn of the Jerri","Rick","Scan her."
2691,4,10,"Star Mort Rickturn of the Jerri","Beth","Dad?"
2692,4,10,"Star Mort Rickturn of the Jerri","Space Beth as Rick","Okay, have fun, pumpkin. Sorry I'm a piece-of-shit father."
2693,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Oh, ha-ha! Well, the self-loathing buys a lot back."
2694,4,10,"Star Mort Rickturn of the Jerri","Beth","Jerry, leave the puppet."
2695,4,10,"Star Mort Rickturn of the Jerri","Jerry","It's a one-way ticket to a breakthrough, Beth."
2696,4,10,"Star Mort Rickturn of the Jerri","Rick","The device in her neck would have transferred a database of her memories to your device before vaporizing her. So much for that plan."
2697,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Why is she... it... why am I back with Jerry? I thought she was a copy of me."
2698,4,10,"Star Mort Rickturn of the Jerri","Rick","She is a copy of you. If she ran back to that dingleberry, that's on you. Want to grab a drink?"
2699,4,10,"Star Mort Rickturn of the Jerri","Space Beth","All the time."
2700,4,10,"Star Mort Rickturn of the Jerri","Rick","Good girl."
2701,4,10,"Star Mort Rickturn of the Jerri","Morty","To catch a predator."
2702,4,10,"Star Mort Rickturn of the Jerri","Summer","What the hell?!"
2703,4,10,"Star Mort Rickturn of the Jerri","Morty","Thermal goggles, bitch. Mom said share."
2704,4,10,"Star Mort Rickturn of the Jerri","Summer","You can't share invisibility. Take those off. ( Grunting )"
2705,4,10,"Star Mort Rickturn of the Jerri","Morty","No."
2706,4,10,"Star Mort Rickturn of the Jerri","Summer","So I'll just see you at cheerleader practice? Should I bring a poncho?"
2707,4,10,"Star Mort Rickturn of the Jerri","Morty","All right! State your terms."
2708,4,10,"Star Mort Rickturn of the Jerri","Summer","Give back the belt. You take the goggles. Go away. We trade in an hour."
2709,4,10,"Star Mort Rickturn of the Jerri","Morty","Deal. ( Glass breaks )"
2710,4,10,"Star Mort Rickturn of the Jerri","Summer","How do you like that, bitch?"
2711,4,10,"Star Mort Rickturn of the Jerri","Morty","Iliked it more than my old belt. 'Tiny Big Man Junior'? You shoulda shared."
2712,4,10,"Star Mort Rickturn of the Jerri","Random guy","What are you doing in my house?"
2713,4,10,"Star Mort Rickturn of the Jerri","Summer","Did I wander that far from my console? They should put a warning on these things."
2714,4,10,"Star Mort Rickturn of the Jerri","Space Beth","So, we overrode the gates, and the slave rebellion took the capital. Pretty cool."
2715,4,10,"Star Mort Rickturn of the Jerri","Rick","Very cool. My daughter, having space adventures. They are skewing a tad 'Star Wars'-y, though. Don't forget to have fun."
2716,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Well, I came back to murder you, not get your notes, but I'll remember to fart more while I'm saving the galaxy."
2717,4,10,"Star Mort Rickturn of the Jerri","Rick","Okay, I'm the one that made this possible. It's not a competition. Of course not."
2718,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Just curious, though, if it were, would 'most wanted' be first place?"
2719,4,10,"Star Mort Rickturn of the Jerri","Rick","You're fighting the Gromflomites?"
2720,4,10,"Star Mort Rickturn of the Jerri","Space Beth","Dad, they're trying to take over the galaxy!"
2721,4,10,"Star Mort Rickturn of the Jerri","Rick","Everybody in the galaxy tries to take over the galaxy. The trick is to be left alone by whoever succeeds. Eh, it's your hero phase. I had one, too. You'll outgrow it."
